Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
17.7,1,0.016664252,0,47.9034,2009,2,0,2,729.051
20.0,1,0.08618788599999999,1,125.4678,1998,3,0,0,127.1678
5.695,0,0.10978405599999999,1,256.0646,1998,3,0,0,1288.323
5.11,0,0.0,1,164.72099999999998,2009,2,0,2,3588.6620000000003
15.25,1,0.0,1,178.166,2002,3,1,1,4853.682
12.6,1,0.029023048,1,177.83700000000002,1985,2,0,3,6704.606
18.25,1,0.183142346,0,110.35700000000001,1987,1,0,1,2087.283
15.6,1,0.0,1,170.6132,1987,1,0,1,6595.4148
13.0,0,0.153857402,1,76.3986,1999,2,2,1,778.9860000000001
7.02,0,0.081290366,0,147.3734,1999,2,2,1,2524.0478
19.7,0,0.066935459,1,177.537,1997,0,2,1,3175.866
9.1,0,0.055514919,1,112.5518,1999,2,2,1,341.5554
8.0,1,0.050657232,0,249.9092,1998,3,0,0,249.0092
17.75,0,0.098108957,1,240.9196,2009,2,0,2,4579.3724
19.5,0,0.128405328,0,156.4314,1999,2,2,1,2326.971
7.685,0,0.025477448,1,145.276,1997,0,2,1,3515.4240000000004
9.6,0,0.040969757,1,188.7214,1998,3,0,0,376.8428
19.6,0,0.040550868,0,45.5718,1998,3,0,0,47.2718
17.6,0,0.17554588899999998,1,163.6868,1998,3,0,0,163.7868
15.6,1,0.099344826,0,63.6194,2002,3,1,1,743.0328
12.65,0,0.042276746,1,108.4938,1999,2,2,1,1500.7132
12.6,0,0.013861607,1,94.4462,1985,2,0,3,2036.0164
12.6,1,0.076387367,1,112.1518,1985,2,0,3,3870.9612
14.5,0,0.08996026,1,159.5604,2002,3,1,1,1426.1436
6.425,0,0.010480751,1,116.5808,2009,2,0,2,2460.7968
9.695,0,0.070587419,1,176.9344,2002,3,1,1,5888.3352
19.6,0,0.03387323,1,56.1614,1987,1,0,1,828.921
20.7,0,0.039238384,1,152.8366,2004,0,1,1,2569.3222
12.6,0,0.024331586000000002,0,34.9874,2007,3,1,1,529.311
8.275,0,0.11019797699999999,1,104.2306,1987,1,0,1,3658.571
12.6,0,0.028048877000000003,1,106.1964,1985,0,2,0,210.3928
19.85,0,0.045631230999999994,0,128.102,1987,1,0,1,1265.02
7.36,0,0.08755962099999999,1,55.2588,1998,3,0,0,229.0352
20.35,1,0.25286597899999996,0,82.7276,1998,3,0,0,162.4552
17.7,1,0.135306012,1,183.7924,1999,2,2,1,2221.1088
12.6,0,0.126760908,0,176.937,1985,0,2,0,352.874
8.39,1,0.024201083999999998,1,112.6176,2004,0,1,1,2175.8344
9.195,0,0.015856295,1,81.6592,2004,0,1,1,1403.5064
8.93,0,0.028411898999999997,0,152.334,2004,0,1,1,2143.876
15.7,0,0.160529322,1,59.2562,1987,1,0,1,296.281
16.7,0,0.026771204,1,246.3776,2007,3,1,1,1981.4208
12.6,0,0.049934854,1,95.0752,1985,2,0,3,2588.6304
20.5,1,0.11304588300000001,0,194.1478,2007,3,1,1,2906.217
12.6,0,0.015359722,1,163.7526,1985,2,0,3,1973.4312
11.65,0,0.034049703,0,112.286,2007,3,1,1,452.744
20.75,0,0.02128304,1,153.5024,1999,2,2,1,2428.8384
12.6,0,0.063462048,1,157.563,1985,2,0,3,1721.0929999999998
16.2,0,0.074019393,1,41.7454,1998,3,0,0,83.8908
10.195,1,0.017666978,1,239.4538,2002,3,1,1,4566.7222
12.6,0,0.12429953099999999,1,73.4696,1985,0,2,0,298.2784
13.3,0,0.079739853,0,233.03,1987,1,0,1,5359.69
6.215,0,0.012167793,0,37.4848,1999,2,2,1,111.8544
6.67,1,0.0,1,90.5514,2009,2,0,2,974.0654
12.6,1,0.074338562,0,255.5356,2007,3,1,1,9664.7528
12.15,0,0.018407033,1,254.7698,2004,0,1,1,5834.4054
16.6,0,0.050369190999999994,1,117.2124,1999,2,2,1,1422.1488
12.6,1,0.019837655,1,128.131,1985,2,0,3,1687.8029999999999
20.85,1,0.05646571400000001,0,103.6648,1997,0,2,1,2285.0256
11.0,0,0.05492864099999999,1,101.7358,2004,0,1,1,1508.037
15.6,0,0.066829875,1,185.5924,1999,2,2,1,3146.5708
12.6,0,0.12283217199999999,0,217.685,1985,0,2,0,432.77
10.195,1,0.146692433,0,194.5794,2007,3,1,1,4096.6674
12.6,1,0.06282744700000001,1,105.09899999999999,2002,3,1,1,1444.786
20.2,0,0.064464147,1,255.7646,1999,2,2,1,5410.9566
18.0,0,0.12495901300000001,1,116.5124,2009,2,0,2,355.5372
6.75,1,0.0,0,96.7752,1999,2,2,1,1342.2528
12.35,1,0.15911489,0,158.1946,2009,2,0,2,1104.5622
7.59,1,0.145335007,0,173.108,2002,3,1,1,2077.2960000000003
14.8,0,0.081168135,0,190.5846,1999,2,2,1,3630.6074
5.11,0,0.034874689,1,161.721,1997,0,2,1,2446.815
6.38,0,0.031898175,0,177.4344,1997,0,2,1,1784.344
8.3,1,0.038211537000000004,0,87.7198,1997,0,2,1,1569.9564
16.7,1,0.03874616,1,143.8102,2007,3,1,1,4811.7366
12.6,1,0.03443677,0,156.5288,1985,2,0,3,4870.9928
9.695,0,0.130261652,0,185.2898,2002,3,1,1,3367.6164
8.235,0,0.014456938,1,184.795,2004,0,1,1,1464.76
10.195,0,0.126383094,1,112.1886,1997,0,2,1,667.1316
10.695,1,0.127620811,0,119.244,1987,1,0,1,3475.4759999999997
8.38,1,0.046878474,1,109.85700000000001,2004,0,1,1,2306.9970000000003
11.65,0,0.220111117,1,153.0024,1998,3,0,0,455.4072
9.195,1,0.0471117,1,52.0666,2004,0,1,1,615.1992
8.1,1,0.019768503,1,88.6198,1997,0,2,1,1569.9564
18.6,0,0.015858893,1,152.9366,2007,3,1,1,453.4098
17.6,0,0.018905326,1,234.65900000000002,1997,0,2,1,8508.924
20.25,0,0.014280553999999999,1,148.0418,2009,2,0,2,1177.1344
5.98,0,0.075675438,1,53.3614,1999,2,2,1,331.5684
18.75,0,0.010381661,1,207.8954,1999,2,2,1,2292.3494
5.82,1,0.07747588400000001,0,255.333,2002,3,1,1,4870.327
8.52,0,0.02705936,1,153.3682,1997,0,2,1,914.8092
15.5,1,0.126199917,0,178.4028,2009,2,0,2,1239.7196
16.7,1,0.119462225,0,182.7976,1997,0,2,1,1810.976
9.6,1,0.027454997000000002,1,258.1304,2009,2,0,2,2324.9736
9.13,0,0.051928034000000005,1,151.4024,1999,2,2,1,1973.4312
10.5,1,0.0,1,78.296,1997,0,2,1,1438.128
17.0,0,0.119570595,1,249.7434,1999,2,2,1,4221.8378
12.6,0,0.033725742999999996,1,211.6902,1985,2,0,3,4247.804
9.195,0,0.10127579199999999,1,46.4744,2004,0,1,1,950.7624
10.1,0,0.056077574000000005,1,117.8492,1997,0,2,1,1621.8888
8.18,0,0.0,1,140.5154,2002,3,1,1,1701.7848
8.655,1,0.088178053,1,122.6756,2004,0,1,1,2302.3364
17.85,1,0.046608497,0,122.9388,1997,0,2,1,3095.97
10.65,1,0.085119855,1,229.8668,2004,0,1,1,4146.6024
13.65,1,0.031418984,1,99.27,1987,1,0,1,2596.62
17.25,0,0.08480965800000001,1,261.191,2007,3,1,1,3155.8920000000003
9.5,1,0.035350045,0,169.7448,2007,3,1,1,3579.3408
16.7,1,0.0,1,63.6168,1999,2,2,1,1342.2528
8.6,0,0.054601779,1,141.1154,1998,3,0,0,425.4462
19.25,0,0.10218842800000001,0,54.3956,2009,2,0,2,1201.1032
11.0,1,0.133034816,1,222.0798,1987,1,0,1,2864.9374
9.895,0,0.16817143,1,237.7564,2002,3,1,1,3813.7024
14.0,1,0.029722659,0,143.4786,1997,0,2,1,1589.2646
7.365,0,0.042733625,0,226.972,2009,2,0,2,3848.324
20.85,1,0.062172698,1,90.2514,1987,1,0,1,619.8598
7.64,1,0.070704474,1,93.412,1997,0,2,1,1491.392
12.6,1,0.191500528,1,121.2098,1985,0,2,0,120.5098
17.7,1,0.12206551800000001,0,103.3674,1999,2,2,1,2546.685
7.97,1,0.04021623,0,90.4514,2007,3,1,1,1328.271
12.35,0,0.041737627,1,33.1216,1997,0,2,1,519.3240000000001
8.42,0,0.11227101,1,63.2168,1997,0,2,1,703.0848
12.6,0,0.135075924,0,170.3106,1985,2,0,3,3422.212
6.305,1,0.12301331,1,93.2436,1987,1,0,1,2079.9592
5.92,1,0.019238942,1,49.8692,2002,3,1,1,1133.1916
15.1,1,0.067212845,1,260.2304,2002,3,1,1,4908.2776
17.35,0,0.280164929,1,177.5712,1998,3,0,0,527.3136
7.405,0,0.015271793,1,89.9146,1997,0,2,1,1550.6482
6.405,0,0.13651285800000001,1,128.7678,1999,2,2,1,3052.0272
19.7,0,0.07803497599999999,1,178.06599999999997,1999,2,2,1,3954.8520000000003
17.7,1,0.042649476,1,162.721,2009,2,0,2,978.7260000000001
17.6,0,0.104859135,1,161.8868,2004,0,1,1,4094.67
15.85,1,0.110202066,1,39.7506,1999,2,2,1,721.0614
17.5,0,0.01558456,0,185.1266,1999,2,2,1,4795.0916
12.6,0,0.060805497,1,150.8024,1985,2,0,3,3339.6528
9.6,0,0.036490369,0,140.8154,2007,3,1,1,1843.6002
11.0,1,0.088025298,1,158.063,2002,3,1,1,2659.8709999999996
20.75,1,0.129864461,0,240.188,2009,2,0,2,5992.2
12.6,0,0.0,1,89.4146,1985,2,0,3,2645.2234
16.6,0,0.084176826,1,118.0124,1998,3,0,0,592.562
12.5,1,0.062343432000000004,1,199.7426,1997,0,2,1,593.2278
7.02,0,0.049942926,0,82.425,1999,2,2,1,1414.825
19.1,1,0.025867261000000003,0,147.6418,2004,0,1,1,1471.418
5.785,1,0.038817121,0,262.6252,1999,2,2,1,524.6504
11.65,0,0.01941154,1,40.3164,2002,3,1,1,502.0132
19.0,0,0.216478153,1,190.1872,1998,3,0,0,567.2616
5.19,0,0.042707323,1,197.81099999999998,2002,3,1,1,2946.165
14.15,0,0.0,1,196.31099999999998,1997,0,2,1,3338.987
16.2,0,0.175898114,1,183.7608,2009,2,0,2,2940.1728
7.72,1,0.074847665,0,78.8986,1999,2,2,1,623.1888
18.6,0,0.118180011,1,56.2588,1997,0,2,1,1030.6584
8.35,1,0.127587344,1,76.5354,2007,3,1,1,1805.6496
18.6,0,0.19780911,1,55.6588,1998,3,0,0,114.5176
12.6,0,0.069208684,1,264.0884,1985,2,0,3,4504.8028
19.0,0,0.026963908999999998,1,129.8336,1987,1,0,1,3451.5072
8.895,1,0.039261947,1,207.4296,2007,3,1,1,2492.7552
18.0,0,0.008533716,1,78.5618,1987,1,0,1,402.809
15.1,1,0.100423086,0,144.7786,2007,3,1,1,2600.6148
12.6,1,0.0,1,91.8488,1985,2,0,3,2716.4640000000004
20.5,0,0.036353098,1,75.8696,1997,0,2,1,2386.2272
12.6,0,0.077348214,1,259.7962,1985,2,0,3,8028.8822
20.6,0,0.023548476000000002,0,93.3778,2009,2,0,2,1314.2892
15.85,0,0.069043044,0,218.7166,1987,1,0,1,4136.6154
20.6,1,0.048010812,0,187.7556,1999,2,2,1,3004.0896
10.3,1,0.05877842900000001,0,187.85299999999998,1987,1,0,1,2656.542
12.6,0,0.117607719,1,55.2588,1985,2,0,3,2748.4224
17.6,1,0.127412338,0,111.3202,1998,3,0,0,337.5606
11.35,1,0.044945123,1,101.0016,1987,1,0,1,2631.2416
10.195,0,0.126579586,1,112.2886,1999,2,2,1,2557.3378
17.5,0,0.016802225,0,138.518,2009,2,0,2,2376.906
12.6,0,0.075192072,1,56.0614,1985,2,0,3,2597.2858
11.0,0,0.03786331,1,40.948,1987,1,0,1,319.584
5.92,1,0.019200003,1,47.7692,1997,0,2,1,492.69199999999995
13.3,0,0.07979117599999999,0,232.73,2004,0,1,1,2796.36
18.2,0,0.16334971,1,45.1086,1999,2,2,1,669.1289999999999
9.395,1,0.109265987,1,42.3112,1999,2,2,1,980.0576
6.75,1,0.10821852,0,96.3752,2004,0,1,1,1342.2528
15.7,0,0.122392031,1,133.1942,1987,1,0,1,2782.3782
8.39,0,0.20168772,1,162.8868,1998,3,0,0,327.5736
12.6,0,0.046259035999999996,0,47.4692,1985,2,0,3,1576.6144
9.6,0,0.035651291,1,244.917,2002,3,1,1,2916.204
11.1,0,0.059835659000000006,0,151.3366,2004,0,1,1,3022.732
12.8,0,0.09140807599999999,1,108.9938,2009,2,0,2,1071.938
12.85,0,0.169405699,1,46.106,2007,3,1,1,792.302
13.65,0,0.015943701,0,231.9668,2002,3,1,1,3225.1352
12.6,0,0.174232377,1,146.6102,1985,2,0,3,1895.5326
7.935,0,0.031801103,1,261.591,2002,3,1,1,3155.8920000000003
12.6,0,0.052749199000000004,1,74.967,1985,0,2,0,229.701
16.1,0,0.039463564,1,189.9846,1998,3,0,0,191.0846
7.645,1,0.0,1,41.8112,1997,0,2,1,894.8352
8.775,0,0.036159635,0,110.7228,1998,3,0,0,331.5684
10.65,0,0.024020077999999997,0,57.2272,2002,3,1,1,1174.4712
7.64,1,0.071104408,1,95.012,2007,3,1,1,1864.24
7.325,0,0.093913607,0,93.2146,2007,3,1,1,1733.0774
8.645,0,0.144006886,1,94.741,2009,2,0,2,1061.951
8.97,0,0.09315923300000001,1,55.7956,1999,2,2,1,1037.3164
12.6,1,0.129425145,0,219.3482,1985,0,2,0,219.0482
5.405,1,0.053839714000000004,1,198.6742,2009,2,0,2,2388.8904
12.6,0,0.09862906199999999,0,90.6462,1985,2,0,3,2406.2012
10.195,1,0.017658634,1,240.1538,1999,2,2,1,1442.1228
6.935,1,0.041282286,1,103.5332,1997,0,2,1,1230.3984
12.6,1,0.170186628,1,159.0262,1985,0,2,0,159.1262
8.88,0,0.086781204,1,152.2682,1997,0,2,1,1829.6184
12.6,1,0.042270750999999995,1,162.52100000000002,1985,2,0,3,4567.388
9.3,0,0.089186275,1,145.3786,2002,3,1,1,2745.0934
9.0,0,0.019502965,1,169.4474,2004,0,1,1,4211.185
21.25,0,0.024650932,1,146.0102,2004,0,1,1,2916.204
12.35,0,0.026722744,1,59.2246,1999,2,2,1,984.7182
12.6,1,0.037516862000000005,0,124.3704,1985,2,0,3,3004.0896
16.85,1,0.023154399,1,43.9428,1997,0,2,1,351.5424
14.7,0,0.072284689,0,49.8034,2004,0,1,1,631.8442
8.63,1,0.028391879,1,173.9422,2009,2,0,2,4138.6128
7.935,0,0.031866022,1,261.291,2009,2,0,2,2892.901
12.6,1,0.024088444,1,112.7176,1985,2,0,3,1832.2816
19.85,0,0.06440905599999999,1,126.7704,2004,0,1,1,1752.3856
5.765,0,0.082012293,1,37.5164,1997,0,2,1,656.4788
17.75,1,0.157075658,0,240.5538,1999,2,2,1,3845.6608
12.6,1,0.107110465,0,55.5588,1985,0,2,0,229.0352
8.235,0,0.014459672,1,181.895,1997,0,2,1,732.38
12.6,0,0.076483451,0,43.4086,1985,2,0,3,847.5634
6.13,0,0.10234983,0,55.0298,1999,2,2,1,539.298
9.1,0,0.174827835,1,127.2362,2009,2,0,2,1635.8706
18.7,0,0.10459102699999999,1,121.4072,1987,1,0,1,2450.144
15.5,1,0.07586884299999999,1,261.7568,1999,2,2,1,1845.5976
10.695,1,0.086764795,1,156.7972,2004,0,1,1,3427.5384
6.695,0,0.03408026,1,220.8456,2009,2,0,2,5084.0488
16.0,0,0.072655379,1,229.8668,2004,0,1,1,4837.7028
5.59,1,0.056555715,1,62.6168,1987,1,0,1,639.168
11.35,1,0.043402224,0,197.0742,2007,3,1,1,2587.9646
12.3,1,0.064882207,1,93.8804,2009,2,0,2,1470.0864
12.6,1,0.044764726,1,102.4016,1985,2,0,3,2428.8384
17.75,0,0.034752647000000005,0,248.775,1997,0,2,1,3745.125
17.75,0,0.030631323,1,178.56599999999997,2009,2,0,2,2516.724
12.6,0,0.0,0,245.0144,1985,2,0,3,3185.1872
12.6,0,0.110735739,1,35.2874,1985,2,0,3,988.0472
12.35,1,0.038657256,0,110.257,2009,2,0,2,1757.7120000000002
16.7,1,0.052493162,1,113.9176,1999,2,2,1,2519.3872
19.35,1,0.06589099799999999,0,167.0816,2007,3,1,1,1510.0344
15.7,1,0.114565093,1,112.0202,1997,0,2,1,337.5606
12.6,0,0.117065801,1,196.1136,1985,2,0,3,6026.8216
18.7,0,0.026450779,1,124.902,2007,3,1,1,2909.546
7.06,1,0.043863865,1,59.5904,1987,1,0,1,761.6752
11.35,0,0.0,1,52.4008,2004,0,1,1,809.6128
12.6,1,0.036551446,1,62.7194,1985,0,2,0,123.8388
6.96,0,0.077630199,1,90.9146,2007,3,1,1,1459.4336
12.6,0,0.30473738699999997,0,54.7298,1985,0,2,0,107.8596
12.6,1,0.041180766,1,37.919000000000004,1985,2,0,3,768.9989999999999
13.15,0,0.043831721,1,184.195,1999,2,2,1,2746.425
12.6,1,0.0075033719999999995,0,146.7102,1985,2,0,3,4374.306
14.5,1,0.214681063,1,102.7332,1998,3,0,0,205.0664
7.5,0,0.060649825,1,177.4028,1998,3,0,0,354.2056
15.2,0,0.09725893699999999,1,114.8492,2002,3,1,1,1506.0396
11.6,1,0.009763021,1,226.2404,1997,0,2,1,1800.3232
9.0,0,0.032152981000000004,1,102.0016,2009,2,0,2,1518.024
19.35,1,0.021439694,0,119.7098,1987,1,0,1,1325.6078
15.2,0,0.153592956,1,228.0352,1998,3,0,0,458.0704
20.2,1,0.12123130800000001,1,97.5752,2004,0,1,1,1534.0032
12.6,0,0.119371835,0,45.2744,1985,2,0,3,905.488
12.6,0,0.064607378,1,87.4198,1985,2,0,3,2267.7148
5.365,1,0.14024028,0,171.0764,1997,0,2,1,3263.7516
21.2,1,0.0,1,173.6738,1999,2,2,1,2954.1546
11.15,1,0.008296692,0,150.6708,2002,3,1,1,2106.5912
19.35,1,0.077193256,1,112.7518,2007,3,1,1,683.1108
13.5,0,0.055075504000000004,1,33.3874,1999,2,2,1,282.2992
9.6,1,0.014209811000000001,1,188.1872,2004,0,1,1,1701.7848
12.5,1,0.08187986400000001,0,91.7488,1999,2,2,1,1358.2320000000002
15.85,0,0.078540095,1,36.3506,2004,0,1,1,607.2096
10.195,1,0.146540889,1,141.7838,1987,1,0,1,1685.8056
20.2,1,0.097059596,0,178.6028,2007,3,1,1,2302.3364
7.96,0,0.028478742,1,161.8894,2009,2,0,2,2750.4198
20.0,0,0.034340926,1,45.4086,1987,1,0,1,981.3892
6.425,0,0.063532672,0,133.0626,2007,3,1,1,1442.7886
12.6,1,0.075384242,1,262.7568,1985,2,0,3,7646.0472
12.1,0,0.080131363,1,170.9106,2009,2,0,2,1539.9954
11.6,1,0.132111921,1,82.2276,1998,3,0,0,243.6828
12.6,0,0.083547515,1,179.166,1985,0,2,0,359.532
9.395,0,0.103731617,1,236.9932,2004,0,1,1,4242.4776
17.2,1,0.025309134,1,147.0418,2007,3,1,1,2354.2688
7.42,1,0.0258457,1,188.9872,2009,2,0,2,2458.1336
18.25,0,0.054223942000000004,1,142.0154,2004,0,1,1,2127.231
12.6,1,0.07579164099999999,0,193.3794,1985,2,0,3,8388.4142
17.6,1,0.03928284,1,94.641,1999,2,2,1,2799.6890000000003
12.6,1,0.14559143800000002,0,148.705,1985,2,0,3,1797.66
6.825,1,0.046824729,1,155.1998,2009,2,0,2,2460.7968
7.405,0,0.159062948,0,208.9296,1987,1,0,1,2700.4848
15.7,0,0.07396678599999999,1,250.5724,2009,2,0,2,4026.7584
15.6,0,0.117574554,1,75.667,2007,3,1,1,1301.639
9.6,0,0.049617765,1,44.2086,1998,3,0,0,44.6086
12.6,1,0.032296886000000004,1,144.0102,1985,2,0,3,5394.9774
12.6,1,0.037340835,1,163.1526,1985,2,0,3,3946.8624
12.6,0,0.075707087,1,88.18299999999999,1985,2,0,3,1438.128
10.195,1,0.146635206,1,139.0838,2004,0,1,1,3652.5788
19.1,0,0.17754562399999999,1,172.4422,1999,2,2,1,3621.2862
8.895,0,0.072693696,0,175.937,2009,2,0,2,529.311
8.945,1,0.146701312,0,262.291,1998,3,0,0,1314.955
10.3,0,0.146999264,0,103.7648,2007,3,1,1,2804.3496
16.0,1,0.173109453,1,155.2972,2002,3,1,1,3894.93
6.385,1,0.12441028400000001,1,34.3874,2007,3,1,1,388.1614
13.0,0,0.035079516,1,47.9034,1987,1,0,1,583.2408
20.1,1,0.054763518,1,150.9366,2007,3,1,1,3476.1418
11.1,0,0.11112293599999999,0,189.2846,2009,2,0,2,3630.6074
5.175,0,0.030330202,1,35.4874,1987,1,0,1,388.1614
11.5,1,0.0,0,88.25399999999999,1997,0,2,1,1298.31
16.75,1,0.008601441,0,73.7038,2009,2,0,2,1404.1722
12.6,0,0.024407061,0,102.3332,1985,2,0,3,1948.1308
17.25,0,0.08426245800000001,1,261.591,1987,1,0,1,3418.883
5.88,0,0.08644044,1,155.3998,2004,0,1,1,2153.1972
12.6,0,0.11271892800000001,1,54.2956,1985,2,0,3,1310.2944
7.3,0,0.086619573,1,147.6076,2007,3,1,1,3251.7672
7.075,0,0.058437653,0,143.0128,1999,2,2,1,1150.5024
6.365,0,0.0,1,59.7536,2007,3,1,1,980.0576
12.6,0,0.034504414,1,125.20200000000001,1985,2,0,3,2783.0440000000003
9.3,0,0.044652785,1,247.0802,2004,0,1,1,1228.401
5.92,1,0.019184026,1,50.3692,1987,1,0,1,591.2304
9.6,0,0.029638267000000003,1,42.6086,2004,0,1,1,133.8258
14.15,0,0.042180995,0,52.0982,1997,0,2,1,578.5802
11.8,0,0.11507174,1,198.2084,1987,1,0,1,3769.7596
6.765,1,0.087437069,1,106.1306,2002,3,1,1,1672.4896
12.6,1,0.014295563999999998,0,242.6512,1985,2,0,3,12117.56
13.15,0,0.073251428,1,181.695,1998,3,0,0,549.285
12.6,0,0.021743592000000003,1,263.191,1985,2,0,3,6574.775
18.7,0,0.10527024,1,122.9072,2007,3,1,1,490.0288
13.3,0,0.063513272,1,149.9708,1987,1,0,1,2106.5912
9.42,1,0.044151435,1,61.5194,2007,3,1,1,866.8716
17.6,0,0.008001018,0,170.4422,1997,0,2,1,2759.0752
8.235,0,0.0828941,1,149.3076,2007,3,1,1,1921.4988
12.6,0,0.091042211,1,162.6894,1985,2,0,3,2588.6304
13.15,1,0.038011783,1,89.6856,1999,2,2,1,703.0848
12.65,0,0.042296724,1,106.3938,2002,3,1,1,3751.783
20.7,0,0.02695441,1,73.2354,2002,3,1,1,1504.7079999999999
13.0,0,0.153930108,1,76.7986,2002,3,1,1,2648.5524
16.1,0,0.034376537,0,256.1356,2002,3,1,1,6358.39
16.0,0,0.060971431,1,226.2404,2002,3,1,1,4725.8484
12.35,0,0.0,1,118.9124,1987,1,0,1,3199.8348
14.0,0,0.023831558,1,103.1332,2009,2,0,2,1948.1308
20.5,0,0.032762495,1,40.0822,2004,0,1,1,1257.0304
8.3,0,0.035347676,0,38.0506,2004,0,1,1,531.3084
19.2,0,0.041291929,1,130.131,1999,2,2,1,1038.6480000000001
9.1,0,0.08074705900000001,1,46.9718,2007,3,1,1,850.8924
14.15,0,0.035240817,1,255.5014,1987,1,0,1,5355.0294
7.93,0,0.005557062,1,122.1414,1999,2,2,1,2924.1936
17.1,0,0.06715405299999999,1,114.38600000000001,1997,0,2,1,1245.046
16.2,0,0.019362306,1,154.6972,1987,1,0,1,1713.7692
6.465,0,0.124506117,1,264.7884,1997,0,2,1,3709.8376
7.155,1,0.168871496,0,34.3874,2009,2,0,2,670.4606
20.6,1,0.030504756,0,212.6244,2004,0,1,1,3599.3148
20.25,1,0.10314237300000001,1,94.61200000000001,2009,2,0,2,652.484
12.6,0,0.07887225099999999,1,189.5556,1985,0,2,0,1126.5336
15.85,0,0.082120687,0,177.437,2009,2,0,2,5645.984
9.0,0,0.069487587,1,266.6884,1987,1,0,1,3974.8259999999996
12.6,0,0.011180843000000001,1,213.456,1985,2,0,3,4261.12
12.6,0,0.037315469,1,50.0034,1985,2,0,3,1992.7394
18.7,0,0.037835765,0,111.1886,2007,3,1,1,2334.9606
20.85,0,0.021312043,0,104.9306,1987,1,0,1,2299.6732
18.35,1,0.09421836300000001,0,83.9882,1987,1,0,1,1202.4348
18.6,0,0.076841095,1,162.2236,2004,0,1,1,2900.2248
9.8,1,0.063805139,0,117.3492,2004,0,1,1,810.9444
15.1,1,0.087542757,0,219.8456,1999,2,2,1,6189.2768
12.6,1,0.028871235,1,188.7898,1985,2,0,3,2057.9878
7.09,0,0.00720931,1,48.1034,1987,1,0,1,1069.2748
12.6,0,0.02286663,1,102.8332,1985,2,0,3,2768.3964
12.6,1,0.067543727,0,57.2562,1985,2,0,3,2073.967
12.6,0,0.038549197,1,127.5362,1985,2,0,3,1006.6896
9.5,0,0.0,1,188.9872,2007,3,1,1,1323.6104
19.0,1,0.097709541,1,48.6718,2009,2,0,2,614.5334
20.5,0,0.143283608,1,37.919000000000004,1997,0,2,1,183.095
19.85,0,0.064551885,1,125.2704,2002,3,1,1,2127.8968
21.1,0,0.029173031000000002,1,145.7786,2007,3,1,1,1444.786
12.6,0,0.06712095400000001,1,132.9626,1985,2,0,3,3279.065
15.1,1,0.067020992,1,260.3304,1987,1,0,1,5424.9384
19.7,0,0.026826918999999998,1,98.7726,1987,1,0,1,1859.5794
16.2,1,0.01665334,1,97.3726,1997,0,2,1,2055.3246
18.1,0,0.022395357,0,96.5094,2004,0,1,1,1332.9316
10.195,0,0.042113173,1,42.5428,2009,2,0,2,878.8560000000001
6.55,1,0.034604342999999996,0,157.8288,1997,0,2,1,2514.0608
15.85,0,0.136774734,1,94.4094,2002,3,1,1,1428.141
12.6,0,0.08934343300000001,1,157.3604,1985,2,0,3,6021.4952
12.1,0,0.030250132000000002,1,75.267,2009,2,0,2,612.536
16.5,1,0.079698503,0,100.6332,2004,0,1,1,1537.9979999999998
12.6,1,0.141360118,1,197.31099999999998,1985,0,2,0,392.82199999999995
16.7,0,0.036933417,0,109.1886,1998,3,0,0,222.3772
12.6,0,0.037449987000000004,1,76.7354,1985,2,0,3,2783.7098
11.1,0,0.294948897,1,159.0604,1998,3,0,0,792.302
11.35,1,0.005525913,0,168.27900000000002,1987,1,0,1,2376.906
9.195,1,0.04712061,1,53.1666,1997,0,2,1,768.9989999999999
12.6,0,0.162248011,1,160.4604,1985,0,2,0,316.9208
18.85,0,0.09086729699999999,1,127.3336,1997,0,2,1,3962.8416
8.0,1,0.030264897000000002,0,250.3092,1997,0,2,1,6723.2484
19.1,0,0.067295406,1,41.9796,1997,0,2,1,701.7532
12.6,0,0.02827966,0,152.234,1985,2,0,3,1071.938
12.6,0,0.020388413,1,44.4112,1985,2,0,3,767.0016
12.6,0,0.027644732,1,149.4708,1985,2,0,3,3159.8868
6.36,0,0.120731024,0,46.506,1999,2,2,1,652.484
19.6,0,0.025429614,1,151.7024,2007,3,1,1,2884.2456
12.6,1,0.059438787,0,130.9968,1985,2,0,3,4828.3816
17.1,1,0.074059474,0,209.0638,1997,0,2,1,3520.0846
12.6,0,0.015693328,1,150.7366,1985,2,0,3,906.8196
12.6,0,0.057850699000000005,1,113.2834,1985,2,0,3,4376.9692
8.76,0,0.050011058,1,126.7336,1987,1,0,1,639.168
6.775,0,0.105225964,1,84.225,2004,0,1,1,3162.55
16.25,0,0.039207025,1,116.1176,1999,2,2,1,2633.9048
19.85,0,0.044489064,0,89.4856,2004,0,1,1,1054.6272
19.75,0,0.012437935,0,189.9872,1987,1,0,1,3781.744
6.96,0,0.077350112,1,91.4146,2002,3,1,1,638.5022
8.935,0,0.040346436,1,53.7298,2009,2,0,2,593.2278
8.26,0,0.057585723,1,113.7834,1998,3,0,0,115.1834
6.71,0,0.03565903,0,218.3166,2002,3,1,1,1959.4494
8.945,1,0.087629354,0,263.491,2004,0,1,1,1840.9370000000001
12.65,0,0.0,0,107.8938,1997,0,2,1,750.3566
